Name,Source Title,DOI,Authors,Year,URL,Type,Source,Note
A Systems Design Exploration Approach that Illuminates Tradespaces Using Statistical Experimental Designs,SYSTEMS ENGINEERING,10.1002/sys.21352,"MacCalman, Alex D.; Beery, Paul T.; Paulo, Eugene P.",2016,,Journal Article,Web of Science,EC3
The Misty Grail: The Search for a Comprehensive Measure of Development and the Reasons for GDP Primacy,DEVELOPMENT AND CHANGE,10.1111/dech.12257,"Felice, Emanuele",2016,,Journal Article,Web of Science,EC5
Quality Management Integrated System and Reporting: Tunisian Case Study,QUALITY-ACCESS TO SUCCESS,,"Hakim Guermazi, Houda; Mbarek, Issam",2016,,Journal Article,Web of Science,EC3
Intelligent dashboard to support for decision making in business courier company,REVISTA GESTAO & TECNOLOGIA-JOURNAL OF MANAGEMENT AND TECHNOLOGY,10.20397/g&t.v16i2.954,"Ferreira, Ricardo Pinto; Martiniano, Andrea; Sassi, Renato Jose",2016,,Journal Article,Web of Science,EC5
Instrument for the environmental risks management,ENGENHARIA SANITARIA E AMBIENTAL,10.1590/S1413-41522016140442,"Couto Bissacot, Thaiza Clemente; Alves Correa Oliveira, Silvia Maria",2016,,Journal Article,Web of Science,EC5
Dashboard report on performance on select quality indicators to cancer care providers,SCANDINAVIAN JOURNAL OF UROLOGY,10.3109/21681805.2015.1063083,"Stattin, Par; Sandin, Fredrik; Sandback, Torsten; Damber, Jan-Erik; Lissbrant, Ingela Franck; Robinson, David; Bratt, Ola; Lambe, Mats",2016,,Journal Article,Web of Science,EC5
Image Problem Classification for Dashboard Cameras,2016 12TH INTERNATIONAL CONFERENCE ON SIGNAL-IMAGE TECHNOLOGY & INTERNET-BASED SYSTEMS (SITIS),10.1109/SITIS.2016.112,"Hnoohom, Narit; Thanapattherakul, Thanchanok",2016,,Conference Paper,Web of Science,EC3
A Personalization System for Data Visualization Platforms,2016 SIXTH INTERNATIONAL CONFERENCE ON INNOVATIVE COMPUTING TECHNOLOGY (INTECH),,"Belo, Orlando; Correia, Helena; Rodrigues, Paulo; Barros, Rui",2016,,Conference Paper,Web of Science,EC3
Employing Miniaturized Computers for Distributed Vulnerability Assessment,2016 11TH INTERNATIONAL CONFERENCE FOR INTERNET TECHNOLOGY AND SECURED TRANSACTIONS (ICITST),,"Hu, Yi; Sulek, Dustin; Carella, Anthony; Cox, Joshua; Frame, Allyson; Cipriano, Karen; Wang, Hong-xia",2016,,Conference Paper,Web of Science,EC3
Enhancing Performance of an ERP Systems with a Dashboard System,2016 INTERNATIONAL CONFERENCE ON INFORMATION MANAGEMENT AND TECHNOLOGY (ICIMTECH),,"Wijaya, Santo Fernandi",2016,,Conference Paper,Web of Science,EC5
DESIGN AND IMPLEMENTATION OF A STRUCTURED ADAPTIVE INDIVIDUALIZED LEARNING SYSTEM (SAILS) TO ASSIST IN THE SUCCESSFUL MATRICULATION OF STUDENTS IN COMPUTER SCIENCE,EDULEARN16: 8TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES,,"Jean-Pierre, Ketly; Mejias, Marlon; Washington, Gloria; Burge, Legand, III",2016,,Conference Paper,Web of Science,EC3
A Flexible Architecture for Selection and Visualization of Information in Emergency Situations,"2016 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS (SMC)",,"Nascimento, Bruno S.; Vivacqua, Adriana S.; Borges, Marcos R. S.",2016,,Conference Paper,Web of Science,EC3
"Uniformization, organization, association and use of metadata from multiple content providers and manufacturers: A close look at the Building Automation System (BAS) sector",2016 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),,"Nesztler, Thibaud; Kasper, Don; Cieorgescu, Michael; Loire, Sophie; Mezic, Igor",2016,,Conference Paper,Web of Science,EC3
TRADESPACE ANALYSIS FOR MULTIPLE PERFORMANCE MEASURES,2016 WINTER SIMULATION CONFERENCE (WSC),,"MacCalman, Alex D.; Sanchez, Susan M.; McDonald, Mary L.; Goerger, Simon R.; Karl, Andrew T.",2016,,Conference Paper,Web of Science,EC3
Designing manufacturing dashboards on the basis of a Key Performance Indicator survey,FACTORIES OF THE FUTURE IN THE DIGITAL ENVIRONMENT,10.1016/j.procir.2016.11.107,"Tokola, Henri; Groeger, Christoph; Jarvenpaa, Eeva; Niemi, Esko",2016,,Conference Paper,Web of Science,EC3
Dynamic Monitoring Dashboards Through Composition of Web and Visualization Services,"INTERNET OF THINGS: IOT INFRASTRUCTURES, IOT 360, PT II",10.1007/978-3-319-47075-7_50,"Van Hoecke, Sofie; Huys, Cynric; Janssens, Olivier; Verborgh, Ruben; Van de Walle, Rik",2016,,Conference Paper,Web of Science,EC3
Peepdeck: a dashboard for the distributed design studio,PROCEEDINGS OF THE 2016 FEDERATED CONFERENCE ON COMPUTER SCIENCE AND INFORMATION SYSTEMS (FEDCSIS),10.15439/2016F504,"Munoz-Alcantara, Jesus; Kosnar, Petr; Funk, Mathias; Markopoulos, Panos",2016,,Conference Paper,Web of Science,EC3
Analyzing air pollution on the urban environment,"2016 39TH INTERNATIONAL CONVENTION ON INFORMATION AND COMMUNICATION TECHNOLOGY, ELECTRONICS AND MICROELECTRONICS (MIPRO)",,"Baralis, Elena; Cerquitelli, Tania; Chiusano, Silvia; Garza, Paolo; Kavoosifar, Mohammad Reza",2016,,Conference Paper,Web of Science,EC3
Re-examining HPC Energy Efficiency Dashboard Elements,2016 IEEE 30TH INTERNATIONAL PARALLEL AND DISTRIBUTED PROCESSING SYMPOSIUM WORKSHOPS (IPDPSW),10.1109/IPDPSW.2016.184,"Bates, Natalie; Hsu, Chung-Hsing; Imam, Neena; Wilde, Torsten; Sartor, Dale",2016,,Conference Paper,Web of Science,EC3
From Data to Decisions,9TH INTERNATIONAL CONFERENCE ON THEORY AND PRACTICE OF ELECTRONIC GOVERNANCE (ICEGOV 2016),10.1145/2910019.2910032,"Sokhn, Maria; Cotting, Alexandre; Evequoz, Florian; Zufferey, Arnaud",2016,,Conference Paper,Web of Science,EC3
Online course selection: using course dashboards to inform student enrollment decisions,OPEN LEARNING,10.1080/02680513.2016.1227699,"Marshall, James",2016,,Journal Article,Web of Science,EC3
Challenges in Developing an A viation Operational Performance Dashboard Identification of Quantitative Performance Anomalies Using Statistical Limits,2016 INTEGRATED COMMUNICATIONS NAVIGATION AND SURVEILLANCE (ICNS),,"Cooper, Wayne; Esmaeilzadeh, Ehsan; Flynn, Bob; Schrader, Phil",2016,,Conference Paper,Web of Science,EC3
Multidimensional dashboards for evaluating strategic brand management processes for multi-brand companies,"12TH INTERNATIONAL STRATEGIC MANAGEMENT CONFERENCE, ISMC 2016",10.1016/j.sbspro.2016.11.062,"Erkollar, Alptekin; Oberer, Birgit",2016,,Conference Paper,Web of Science,EC3
Developing a Real-Time Monitoring and Alerting Capability for Traffic Flow Management,2016 IEEE/AIAA 35TH DIGITAL AVIONICS SYSTEMS CONFERENCE (DASC),,"Tien, Shin-Lai (Alex); DeArmon, James; Bateman, Hilton; Freer, Duane; Somersall, Patrick",2016,,Conference Paper,Web of Science,EC3
Learning analytics in practice The effects of adaptive educational technology Snappet on students' arithmetic skills,"LAK '16 CONFERENCE PROCEEDINGS: THE SIXTH INTERNATIONAL LEARNING ANALYTICS & KNOWLEDGE CONFERENCE,",10.1145/2883851.2883892,"Molenaar, Inge; Knoop-van Campen, Carolien",2016,,Conference Paper,Web of Science,EC3
Geo-Identification of Web Users through Logs using ELK Stack,2016 6th International Conference - Cloud System and Big Data Engineering (Confluence),,"Prakash, Tarun; Kakkar, Misha; Patel, Kritika",2016,,Conference Paper,Web of Science,EC3
"Green Stormwater Infrastructure Monitoring of Philadelphia's Green City, Clean Waters Program","Water, Wastewater, and Stormwater and Urban Watershed Symposium",,"Heffernan, Taylor; White, Stephen; Krechmer, Tyler; Manna, Nicholas; Bergerson, Chris; Olsen, Mira; Cruz, Jay",2016,,Conference Paper,Web of Science,EC3
PrivacyInsight: The Next Generation Privacy Dashboard,"PRIVACY TECHNOLOGIES AND POLICY, APF 2016",10.1007/978-3-319-44760-5_9,"Bier, Christoph; Kuehne, Kay; Beyerer, Juergen",2016,,Conference Paper,Web of Science,EC3
Designing Architecture of Information Dashboard System to Monitor Implementation Performance of Economic Census 2016 in Statistics Indonesia,2016 4TH INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGY (ICOICT),,"Zulyadi; Lubis, Adyanata; Hayadi, Herawan",2016,,Conference Paper,Web of Science,EC3
Requirement Pattern Based on Dependencies of Plan in i* for Detecting Proactivity in Information-Technology Systems,REVISTA CUBANA DE INGENIERIA,,"Perez Acosta, Alain; Moreno Espino, Mailyn",2016,,Journal Article,Web of Science,EC3
Operational metrics for the ESO Very Large Telescope: Lessons learned and future steps,"OBSERVATORY OPERATIONS: STRATEGIES, PROCESSES, AND SYSTEMS VI",10.1117/12.2233588,"Primas, F.; Marteau, S.; Tacconi-Garman, L. E.; Mainieri, V.; Mysore, S.; Rejkuba, M.; Hilker, M.; Patat, F.; Sterzik, M.; Kaufer, A.; Mieske, S.",2016,,Conference Paper,Web of Science,EC3
Corporate frameworks and technological products focusing alarmistic and monitoring incidators of control and performance,2016 11TH IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES (CISTI),,"Marcao, Ricardo Pateiro; Pestana, Gabriel; Sousa, Maria Jose",2016,,Conference Paper,Web of Science,EC3
Data Reductions and Data Quality for the High Resolution Spectrograph on the Southern African Large Telescope,GROUND-BASED AND AIRBORNE INSTRUMENTATION FOR ASTRONOMY VI,10.1117/12.2232653,"Crawford, S. M.; Crause, Lisa; Depagne, Eric; Illkiewicz, Krystian; Schroeder, Anja; Kuhn, Rudolf; Hettlage, Christian; Colmenero, Encarni Romero; Kniazev, Alexei; Vaisanen, Petri",2016,,Conference Paper,Web of Science,EC3
Understanding learning at a glance: An overview of learning dashboard studies,"LAK '16 CONFERENCE PROCEEDINGS: THE SIXTH INTERNATIONAL LEARNING ANALYTICS & KNOWLEDGE CONFERENCE,",10.1145/2883851.2883930,"Schwendimann, Beat A.; Rodriguez-Triana, Maria Jesus; Vozniuk, Andrii; Prieto, Luis P.; Boroujenii, Mina Shirvani; Holzer, Adrian; Gillet, Denis; Dillenbourg, Pierre",2016,,Conference Paper,Web of Science,EC3
Asset Planning Performance Measurement,PROCEEDINGS OF THE 10TH WORLD CONGRESS ON ENGINEERING ASSET MANAGEMENT (WCEAM 2015),10.1007/978-3-319-27064-7_8,"Arthur, Daniel; Schoenmaker, R.; Hodkiewicz, Melinda; Muruvan, Sugandree",2016,,Conference Paper,Web of Science,EC3
Evidence-Based Software Portfolio Management: A Tool Description and Evaluation,PROCEEDINGS OF THE 20TH INTERNATIONAL CONFERENCE ON EVALUATION AND ASSESSMENT IN SOFTWARE ENGINEERING 2016 (EASE '16),10.1145/2915970.2916012,"Huijgens, Hennie",2016,,Conference Paper,Web of Science,EC3
Enhancing the Professional Vision of Teachers: A Physiological Study of Teaching Analytics Dashboards of Students' Repertory Grid Exercises in Business Education,PROCEEDINGS OF THE 49TH ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM SCIENCES (HICSS 2016),10.1109/HICSS.2016.14,"Pantazos, Kostas; Vatrapu, Ravi",2016,,Conference Paper,Web of Science,EC3
Collection Dashboards for Selectors,ROLL WITH THE TIMES OR THE TIMES ROLL OVER YOU,10.5703/1288284316433,"Cronk, Lindsay A.; Gao, Wenli",2016,,Conference Paper,Web of Science,EC3
Introducing the Getting Found Web Analytics Cookbook for Monitoring Search Engine Optimization of Digital Repositories,QUALITATIVE & QUANTITATIVE METHODS IN LIBRARIES,,"Arlitsch, Kenning; OBrien, Patrick",2015,,Journal Article,Web of Science,EC5
Product portfolio management - Targets and key performance indicators for product portfolio renewal over life cycle,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,10.1016/j.ijpe.2015.05.034,"Tolonen, Arto; Shahmarichatghieh, Marzieh; Harkonen, Janne; Haapasalo, Harri",2015,,Journal Article,Web of Science,EC5
Control limits for building energy end use based on frequency analysis and quantile regression,ENERGY EFFICIENCY,10.1007/s12053-015-9342-6,"Henze, Gregor P.; Pless, Shanti; Petersen, Anya; Long, Nicholas; Scambos, Alexander T.",2015,,Journal Article,Web of Science,EC5
ISCAHN TREATMENT DASHBOARD: PROVIDING CLINICIAN DECISION SUPPORT WITH DATA GENERATED AT THE POINT OF CARE,Asia-Pacific Journal of Clinical Oncology,,"Bell, Graeme; Chang, Chee Fon",2015,,Journal Article,Web of Science,EC3
Lean Hospital(ist)s,HOSPITAL MEDICINE CLINICS,10.1016/j.ehmc.2015.06.008,"Swartz, Joseph; Davis, Deanna; Graban, Mark",2015,,Journal Article,Web of Science,EC3
Palliative and End-of-Life Care Quality Performance Indicators Dashboard,JOURNAL OF PALLIATIVE CARE,,"Jajszczok, Max",2015,,Journal Article,Web of Science,EC3
"Language of Improvement: Metrics, Key Performance Indicators, Benchmarks, Analytics, Scorecards, and Dashboards",AORN JOURNAL,10.1016/j.aorn.2015.07.015,"Baker, Joy Don",2015,,Journal Article,Web of Science,EC3
Proteogenomics Dashboard for the Human Proteome Project,JOURNAL OF PROTEOME RESEARCH,10.1021/acs.jproteome.5b00466,"Tabas-Madrid, Daniel; Alves-Cruzeiro, Joao; Segura, Victor; Guruceaga, Elizabeth; Vialas, Vital; Prieto, Gorka; Garcia, Carlos; Corrales, Fernando J.; Pablo Albar, Juan; Pascual-Montano, Alberto",2015,,Journal Article,Web of Science,EC3
Support for Management of Multiple Comorbidities through a Performance Measure Clinical Dashboard for Primary Care,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,,"Goldstein, M. K.; Tu, S. W.; Martins, S. B.; Oshiro, C.; Yuen, K.; Hwang, T.; Wang, D.; Furman, A.; Ashcraft, M.; Heidenreich, P.",2015,,Journal Article,Web of Science,EC3
Identifying potential types of guidance for supporting student inquiry when using virtual and remote labs in science: a literature review,ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,10.1007/s11423-015-9370-0,"Zacharia, Zacharias C.; Manoli, Constantinos; Xenofontos, Nikoletta; de Jong, Ton; Pedaste, Margus; van Riesen, Siswa A. N.; Kamp, Ellen T.; Maeeots, Mario; Siiman, Leo; Tsourlidaki, Eleftheria",2015,,Journal Article,Web of Science,EC3
Humanitarian Logistics Dashboards Design-related Requirements Analysis,PROCEEDINGS OF THE FIFTH IEEE GLOBAL HUMANITARIAN TECHNOLOGY CONFERENCE GHTC 2015,,"Widera, Adam; Hellingrath, Bernd; Bubbich, Carsten",2015,,Conference Paper,Web of Science,EC3
Tracking Events in Mobile Device Management System,"2015 6TH INTERNATIONAL CONFERENCE ON INFORMATION, INTELLIGENCE, SYSTEMS AND APPLICATIONS (IISA)",,"Ngoc Duong Bui; Kravets, Alla Grigorievna; Tuan Anh Nguyen; Le Thanh Tung Nguyen",2015,,Conference Paper,Web of Science,EC3
Tweeting Traffic: Analyzing Twitter for generating real-time city traffic insights and predictions,COMPANION PROCEEDINGS OF THE SECOND ACM IKDD CONFERENCE ON DATA SCIENCES (CODS),10.1145/2778865.2778874,"Tejaswin, Priyam; Kumar, Rohan; Gupta, Siddharth",2015,,Conference Paper,Web of Science,EC5
BreakFast: Analyzing Celerity Of News,2015 IEEE 14TH INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND APPLICATIONS (ICMLA),10.1109/ICMLA.2015.25,"Wang, Shuguang; Han, Eui-Hong (Sam)",2015,,Conference Paper,Web of Science,EC5
Managing Ubiquitous Connectivity: Mobile Media Flow Service Systems,2015 IEEE World Congress on Services,10.1109/SERVICES.2015.25,"Kolb, Darl; Ivaturi, Koteswara; Henderson, Sarah; Srinivasan, Ananth",2015,,Conference Paper,Web of Science,EC3
APPLYING HYBRID SDN IN LTE/EPC ARCHITECTURE USING OPENFLOW AND NETFLOW CONCEPTS,2015 WORLD CONGRESS ON INFORMATION TECHNOLOGY AND COMPUTER APPLICATIONS (WCITCA),,"Amine Harrabi, Med; Jeridi, Maroua; Amri, Noura; Jerbi, Med Rabii; Jrine, Acem; Khamassi, Roussem",2015,,Conference Paper,Web of Science,EC5
A Customized Dashboard for VM Provisioning Using OpenStack,"PROCEEDINGS 7TH INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE, COMMUNICATION SYSTEMS AND NETWORKS CICSYN 2015",10.1109/CICSyN.2015.40,"Anchalia, Prajesh P.; Gupta, Pracheta; Shetty, Jyoti",2015,,Conference Paper,Web of Science,EC3
MyStream: an in browser stream processing personalization service to follow events from Twitter,2015 THIRD IEEE WORKSHOP ON HOT TOPICS IN WEB SYSTEMS AND TECHNOLOGIES (HOTWEB),10.1109/HotWeb.2015.12,"Boutet, Antoine; Laforest, Frederique; Frenot, Stephane; Reimert, Damien",2015,,Conference Paper,Web of Science,EC3
A Mobile Personal Residential Electricity Dashboard,2015 19TH INTERNATIONAL CONFERENCE ON INFORMATION VISUALISATION IV 2015,10.1109/iV.2015.43,"Apperley, Mark; Kalyan, Jishaal",2015,,Conference Paper,Web of Science,EC3
SQA-Profiles: Rule-Based Activity Profiles for Continuous Integration Environments,"2015 22ND INTERNATIONAL CONFERENCE ON SOFTWARE ANALYSIS, EVOLUTION, AND REENGINEERING (SANER)",,"Brandtner, Martin; Mueller, Sebastian C.; Leitner, Philipp; Gall, Harald C.",2015,,Conference Paper,Web of Science,EC3
Analysis and Optimization in Smart Manufacturing based on a Reusable Knowledge Base for Process Performance Models,PROCEEDINGS 2015 IEEE INTERNATIONAL CONFERENCE ON BIG DATA,,"Brodsky, Alexander; Shao, Guodong; Krishnamoorthy, Mohan; Narayanan, Anantha; Menasce, Daniel; Ak, Ronay",2015,,Conference Paper,Web of Science,EC3
Performance dashboards as a tool to monitor the result of students learning process,E-MENTOR,10.15219/em60.1184,"Ziuzianski, Piotr; Furmankiewicz, Malgorzata; Soltysik-Piorunkiewicz, Anna",2015,,Journal Article,Web of Science,EC3
Attentional Switch Characteristics are Correlated with the Performance of Simulated Aviation Task,"HCI INTERNATIONAL 2015 - POSTERS' EXTENDED ABSTRACTS, PT II",10.1007/978-3-319-21383-5_101,"Du, Feng; Zhang, Jie; Dai, Mengnuo",2015,,Conference Paper,Web of Science,EC3
"RETROSPECTIVE ANALYSIS OF USING MANAGING INSTRUMENTS IN ROMANIA: CORRELATION BETWEEN DASHBOARDS, INDIVIDUAL AND GLOBAL PERFORMANCE",PROCEEDINGS OF THE 10TH INTERNATIONAL CONFERENCE ACCOUNTING AND MANAGEMENT INFORMATION SYSTEMS (AMIS 2015),,"Serban, Claudia-Elena; Roibu, Georgiana-Nicuta; Toader, George-Andrei",2015,,Conference Paper,Web of Science,EC3
Design of Metrics for e-Word-of-Mouth Evaluation From Unstructured Data for Banking Sector,PROCEEDINGS OF THE 16TH EUROPEAN CONFERENCE ON KNOWLEDGE MANAGEMENT (ECKM 2015),,"Sperkova, Lucie; Skola, Petr",2015,,Conference Paper,Web of Science,EC3
A sustainable urban logistics dashboard from the perspective of a group of operational managers,MANAGEMENT RESEARCH REVIEW,10.1108/MRR-11-2014-0260,"Morana, Joelle; Gonzalez-Feliu, Jesus",2015,,Journal Article,Web of Science,EC3
ENVIRONMENTAL CHANGES AND THEIR INFLUENCES ON PERFORMANCE OF A COMPANY BY USING ECO-DASHBOARD,JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY,,"Capusneanu, S.; Ivan, R.; Topor, D. I.; Oprea, D. -M.; Muntean, A.",2015,,Journal Article,Web of Science,EC3
Interactive Tweaking of Text Analytics Dashboards,DATABASES IN NETWORKED INFORMATION SYSTEMS (DNIS 2015),,"Nandi, Arnab; Huang, Ziqi; Cao, Man; Elsner, Micha; Jiang, Lilong; Parthasarathy, Srinivasan; Venkatachalam, Ramiya",2015,,Conference Paper,Web of Science,EC3
"Observing, Coaching and Reflecting: A Multi-modal Natural Language-based Dialogue System in a Learning Context",WORKSHOP PROCEEDINGS OF THE 11TH INTERNATIONAL CONFERENCE ON INTELLIGENT ENVIRONMENTS,10.3233/978-1-61499-530-2-220,"Van Helvert, Joy; Van Rosmalen, Peter; Borner, Dirk; Petukhova, Volha; Alexandersson, Jan",2015,,Conference Paper,Web of Science,EC3
MAINTAINING AND IMPROVING AMTRAK'S ACELA FLEET WITH INTELLIGENT DATA,"PROCEEDINGS OF THE ASME JOINT RAIL CONFERENCE, 2015",,"Ward, Lamont B.; Byrne, David P.",2015,,Conference Paper,Web of Science,EC3
Development of the Learning Analytics Dashboard to Support Students' Learning Performance,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,,"Park, Yeonjeong; Jo, Il-Hyun",2015,,Journal Article,Web of Science,EC3
Monitoring the citizens' perception on urban security in Smart City environments,2015 13TH IEEE INTERNATIONAL CONFERENCE ON DATA ENGINEERING WORKSHOPS (ICDEW),,"Cagliero, Luca; Cerquitelli, Tania; Chiusano, Silvia; Garino, Pierangelo; Nardone, Marco; Pralio, Barbara; Venturini, Luca",2015,,Conference Paper,Web of Science,EC3
An Efficient Multimedia Transmission Control Methodology based on NFV,2015 5TH INTERNATIONAL CONFERENCE ON IT CONVERGENCE AND SECURITY (ICITCS),,"Kim, Jisu; Gemoh, T.; Park, Sanghyun; Kim, Jinsul; Yoon, Sunghyun; Ryu, Ho-Yong",2015,,Conference Paper,Web of Science,EC3
Teaching Predictive Model Management in MIS Classrooms: A Tutorial,COMMUNICATIONS OF THE ASSOCIATION FOR INFORMATION SYSTEMS,,"Balkan, Sule; Demirkan, Haluk",2015,,Journal Article,Web of Science,EC3
Leveraging Social Networks for Strategic Success,INTERNATIONAL JOURNAL OF BUSINESS COMMUNICATION,10.1177/2329488414560283,"Eisenberg, Eric M.; Johnson, Zachary; Pieterson, Willem",2015,,Journal Article,Web of Science,EC3
Exploring Student Interactions: Learning Analytics Tools for Student Tracking,"LEARNING AND COLLABORATION TECHNOLOGIES, LCT 2015",10.1007/978-3-319-20609-7_6,"Angel Conde, Miguel; Hernandez-Garcia, Angel; Garcia-Penalvo, Francisco J.; Luisa Sein-Echaluce, Maria",2015,,Conference Paper,Web of Science,EC3
Management model in incubators and performance of maps,REVISTA CIENCIAS ADMINISTRATIVAS,10.5020/2318-0722.2015.v21n1p112,"Souza, Lieda Amaral; Dantas, Pablo Fernandes; El Aouar, Walid Abbas; Silva Barreto, Lais Karla",2015,,Journal Article,Web of Science,EC3
G-OLA: Generalized On-Line Aggregation for Interactive Analysis on Big Data,SIGMOD'15: PROCEEDINGS OF THE 2015 ACM SIGMOD INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA,10.1145/2723372.2735381,"Zeng, Kai; Agarwal, Sameer; Dave, Ankur; Armbrust, Michael; Stoica, Ion",2015,,Conference Paper,Web of Science,EC3
DataTone: Managing Ambiguity in Natural Language Interfaces for Data Visualization,UIST'15: PROCEEDINGS OF THE 28TH ANNUAL ACM SYMPOSIUM ON USER INTERFACE SOFTWARE AND TECHNOLOGY,10.1145/2807442.2807478,"Gao, Tong; Dontcheva, Mira; Adar, Eytan; Liu, Zhicheng; Karahalios, Karrie",2015,,Conference Paper,Web of Science,EC3
National survey of perineal trauma and its subsequent management in the United Kingdom,INTERNATIONAL UROGYNECOLOGY JOURNAL,10.1007/s00192-014-2406-x,"Thiagamoorthy, G.; Johnson, A.; Thakar, R.; Sultan, A. H.",2014,,Journal Article,Web of Science,EC3
A Biodiversity Indicators Dashboard: Addressing Challenges to Monitoring Progress towards the Aichi Biodiversity Targets Using Disaggregated Global Data,PLOS ONE,10.1371/journal.pone.0112046,"Han, Xuemei; Smyth, Regan L.; Young, Bruce E.; Brooks, Thomas M.; de Lozada, Alexandra Sanchez; Bubb, Philip; Butchart, Stuart H. M.; Larsen, Frank W.; Hamilton, Healy; Hansen, Matthew C.; Turner, Will R.",2014,,Journal Article,Web of Science,EC5
Plotting Performance Improvement Progress Through the Development of a Trauma Dashboard,JOURNAL OF TRAUMA NURSING,10.1097/JTN.0000000000000067,"Hochstuhl, Diane C.; Elwell, Sean",2014,,Journal Article,Web of Science,EC3
Assessing technical performance in differential gene expression experiments with external spike-in RNA control ratio mixtures,NATURE COMMUNICATIONS,10.1038/ncomms6125,"Munro, Sarah A.; Lund, Steven P.; Pine, P. Scott; Binder, Hans; Clevert, Djork-Arne; Conesa, Ana; Dopazo, Joaquin; Fasold, Mario; Hochreiter, Sepp; Hong, Huixiao; Jafari, Nadereh; Kreil, David P.; Labaj, Pawel P.; Li, Sheng; Liao, Yang; Lin, Simon M.; Meehan, Joseph; Mason, Christopher E.; Santoyo-Lopez, Javier; Setterquist, Robert A.; Shi, Leming; Shi, Wei; Smyth, Gordon K.; Stralis-Pavese, Nancy; Su, Zhenqiang; Tong, Weida; Wang, Charles; Wang, Jian; Xu, Joshua; Ye, Zhan; Yang, Yong; Yu, Ying; Salit, Marc",2014,,Journal Article,Web of Science,EC5
Enablers and Barriers to Implementing Unit-Specific Nursing Performance Dashboards,JOURNAL OF NURSING CARE QUALITY,10.1097/NCQ.0000000000000064,"Jeffs, Lianne; Lo, Joyce; Beswick, Susan; Chuun, Aline; Lai, Yonda; Campbell, Heather; Ferris, Ella",2014,,Journal Article,Web of Science,EC3
Exploring multi-actor value creation in IT service processes,JOURNAL OF INFORMATION TECHNOLOGY,10.1057/jit.2014.1,"Lempinen, Heikki; Rajala, Risto",2014,,Journal Article,Web of Science,EC5
Adaptation and use of RCOG maternity dashboard in India,BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,,"Kallur, S. D.",2014,,Journal Article,Web of Science,EC3
Improving outcomes for patients with type 2 diabetes using general practice networks: a quality improvement project in east London,BMJ QUALITY & SAFETY,10.1136/bmjqs-2013-002008,"Hull, Sally; Chowdhury, Tahseen A.; Mathur, Rohini; Robson, John",2014,,Journal Article,Web of Science,EC3
A Real Time Mission-Critical Business Intelligence for Development of Mixture Composition on Aromatherapy Product Based on Customer Personality Type,2014 6TH INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND ELECTRICAL ENGINEERING (ICITEE),,"Djatna, Taufik; Santosa, Ida Bagus Dharma Yoga",2014,,Conference Paper,Web of Science,EC3
Do Distracting Dashboards Matter? Evidence from an Eye Tracking Study,"INFORMATION SYSTEMS: EDUCATION, APPLICATIONS, RESEARCH",,"Bera, Palash",2014,,Conference Paper,Web of Science,EC3
Application of self-tuning High-fidelity Dynamic Simulation model for Soft-sensing.,PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON FOUNDATIONS OF COMPUTER-AIDED PROCESS DESIGN,,"Chowdhary, Abhisek Roy",2014,,Conference Paper,Web of Science,EC3
Design and evaluation of a widget-based dashboard for awareness support in Research Networks,INTERACTIVE LEARNING ENVIRONMENTS,10.1080/10494820.2012.707126,"Reinhardt, Wolfgang; Mletzko, Christian; Drachsler, Hendrik; Sloep, Peter B.",2014,,Journal Article,Web of Science,EC3
"Balanced scoreboard, the performance tool in higher education: Establishment of performance indicators",5TH WORLD CONFERENCE ON EDUCATIONAL SCIENCES,10.1016/j.sbspro.2014.01.984,"Khalid, Snadrou; Knouzi, Noureddine; Tanane, Omar; Talbi, Mohammed",2014,,Conference Paper,Web of Science,EC3
Conflicts of interests in the accounting reporting area of European social fund financed operations in Romania,"2ND WORLD CONFERENCE ON BUSINESS, ECONOMICS AND MANAGEMENT",10.1016/j.sbspro.2013.12.447,"Danescu, Tatiana; Dogar, Cristian",2014,,Conference Paper,Web of Science,EC3
